"id","k","c1","c2","lt","unitVolume","initialStock"
17147,36.6,5.12,343.84,4,0.5351,806
17148,61.72,8.1,137.29,4,0.0588,1652
17149,3.44,5.97,36.28,6,0.2431,75
17150,57.41,4.39,230.18,10,0.4859,904
17151,92.71,12.12,133.71,4,0.3635,470
17152,373.29,12.12,778.81,7,0.1485,3186
17153,8.78,1.93,52.6,5,0.0309,832
17154,58.51,5.82,235.2,4,0.4298,1494
17155,59.1,3.71,130.92,4,0.5168,1214
17156,392.01,3.53,209.41,16,0.175,3379
17157,39.86,3.44,40.33,10,0.4909,840
17158,40.81,7.17,166.28,3,1.6324,738
17159,538.69,11.64,445.95,10,0.4447,1337
17160,37.12,6.63,395.74,5,1.2705,615
17161,1208.59,8.3,147.49,12,0.0529,6918
17162,41.93,9.02,136.06,4,0.801,516
17163,38.88,2.35,73.03,4,0.8564,532
17164,19.21,1.95,26.66,4,0.7473,776
17165,120.8,8.6,538.13,4,0.5119,1585
17166,89.26,6.33,81.73,6,0.5035,950
17167,32.09,4.98,51.96,6,0.4496,666
17168,44.7,5.94,489.13,12,1.3855,201
17169,931.88,11.17,276.99,14,0.0129,3793
17170,259.63,7.94,440.35,10,0.2464,2826
17171,123.16,11.99,198.23,5,0.66,836
17172,3.39,3.25,289.65,4,6.2721,146
17173,287.3,8.44,829.73,5,0.0186,1664
17174,190.08,13.79,64.56,4,0.4963,1453
17175,105.68,11.69,616.66,3,0.4972,655
17176,20.71,4.18,57.44,4,0.6794,1207
17177,299.11,11.27,164.36,10,0.3034,777
17178,0.54,8.32,716.89,4,88.0876,7
17179,13.4,4.35,19.16,3,1.7206,266
17180,64.15,5.55,49.31,5,0.4931,1765
17181,60.2,4.99,462.15,6,0.1017,1464
17182,94.31,8.63,45.32,6,0.0093,1387
17183,78.54,12.36,64,2,0.6076,697
17184,19.96,8.13,132.72,5,0.3069,208
17185,73.97,5.55,359.84,3,0.6003,1888
17186,5.17,1.19,66.55,4,2.8204,228
17187,9.12,2.59,222.15,4,2.4455,613
17188,8.92,7.73,293.23,9,7.0658,81
17189,44.92,5.59,339.67,3,0.5401,1110
17190,3.98,6.52,109.12,3,11.1029,52
17191,7.87,5.31,31.71,5,4.6664,156
17192,68.23,3.09,42.56,4,0.5198,1368
17193,155.07,2.22,82.78,7,0.262,3639
17194,66.92,13.97,634.12,6,0.3938,524
17195,44.51,4.89,277.87,5,0.6144,554
17196,65.99,5.26,222.27,4,0.0678,1623
17197,53.95,12.96,192.3,4,1.8711,407
17198,175.12,13.28,659.97,10,0.5184,667
17199,105.07,11.04,692.28,5,0.9163,618
17200,199.08,12.25,151.02,7,0.8978,1218
17201,125.23,9.95,122.38,3,0.3143,1166
17202,14.51,4.03,298.55,4,0.5504,300
17203,63.34,9.59,429.96,5,0.8267,1206
17204,298.24,13.73,683.31,7,0.0446,2736
17205,77.14,4.4,46.41,4,0.3717,1699
17206,186.67,4.42,189.9,8,0.2982,4051
17207,32.92,1.88,59.47,6,0.2374,1843
17208,208.34,13.92,1314.41,10,0.4424,962
17209,112.25,1.57,19.97,12,0.0618,2512
17210,180.36,11.74,257.35,3,0.6037,1537
17211,70.42,10.96,272.13,5,0.8913,992
17212,92.53,8.66,188.64,4,0.6402,758
17213,28.69,1.42,47.6,6,0.2633,2467
17214,63.91,11.64,831.48,4,2.0144,436
17215,81.66,8.52,119.3,6,0.5114,1794
17216,234.04,8.76,572.82,7,0.1609,2270
17217,13.16,9.08,93.83,6,4.6204,217
17218,30.51,5.29,209.43,4,0.2393,823
17219,59.08,6.86,187.78,4,1.0418,1104
17220,139.66,12.97,952.16,3,0.1703,1334
17221,233.7,6.57,519.61,5,0.235,2267
17222,11.23,13.45,382.21,4,9.2853,65
17223,62.53,7.71,178.84,4,0.035,705
17224,103.81,9.86,48.63,5,1.0197,1143
17225,65.72,7.55,249.13,4,1.5605,760
17226,87.28,10.26,726.38,5,0.8947,1102
17227,8.49,2.6,115.22,6,0.863,501
17228,33.46,8.9,361.95,5,1.5576,428
17229,6.03,2.42,11.37,6,2.5694,345
17230,66.93,5.49,93.58,6,0.0135,1969
17231,76.01,5.06,244.24,5,0.2989,1553
17232,719.12,6.39,287.68,11,0.1879,4970
17233,68.32,7.19,291.34,7,0.038,573
17234,44.85,3.76,39.94,3,1.2805,837
17235,53.85,11.05,325.37,2,1.1479,232
17236,13.88,7.18,128.59,3,5.4133,154
17237,23.77,2.49,184.13,4,0.6166,711
17238,124.43,8.52,716.25,4,0.307,1439
17239,19.69,4.61,54.67,6,0.0735,339
17240,1738.7,13.4,269.69,14,0.1404,3715
17241,132.32,13.7,98.19,4,0.3196,1859
17242,1.79,6.93,133.6,5,11.4218,28
17243,11.22,1.71,82.9,4,0.5971,889
17244,99.83,11.88,1137.77,3,1.6679,812
17245,263.32,8.82,50.4,7,0.3687,859
17246,13.7,10.83,109.49,4,3.5922,134
17247,96.41,13.49,252.61,10,1.1456,291
17248,97.58,13.72,197.02,3,0.8136,681
17249,149.01,11.65,877.15,5,0.0126,1801
17250,45.41,4.3,332.26,6,0.4468,1237
17251,23.68,3.27,120.54,4,0.5327,1710
17252,4.38,2.65,191.01,4,0.4326,120
17253,16.27,3.56,165.26,4,0.8445,253
17254,153.7,6.85,331.04,5,0.4911,1292
17255,130.58,13.78,1150.73,4,0.6244,730
17256,66.98,7.52,212.19,4,0.4188,1128
17257,116.63,9.78,653.23,7,0.1597,599
17258,73.58,8.92,618.23,4,0.6732,468
17259,11.02,1.39,129.4,10,3.0003,147
17260,55.59,3.42,43.78,4,0.1461,1669
17261,68.76,5.22,62.17,5,0.2755,1684
17262,646.97,13.95,139.68,7,0.2355,1278
17263,222.53,13.1,427.13,3,0.4149,1653
17264,122.79,11.15,88.57,6,0.1164,1091
17265,74.64,11.45,143.51,5,0.072,808
17266,9.77,5.49,59.91,4,2.4426,262
17267,387.94,3.19,229.37,15,0.1066,6009
17268,177.73,12.66,1119.27,4,0.2659,1570
17269,273.63,11.54,527.04,7,0.229,1987
17270,67.38,5.04,180.47,5,0.4571,2013
17271,34.46,4.36,54.65,8,1.4621,913
17272,31.04,3.95,36.63,5,0.5286,1241
17273,57.93,9.69,355.14,2,0.8542,476
17274,67.71,11.47,991.17,4,0.1695,976
17275,82.94,10.15,970.48,2,1.462,976
17276,88.93,7.46,481.5,3,0.9954,1469
17277,29.28,3.29,183.62,4,0.8245,1256
17278,154.17,13.61,1225.85,4,0.262,945
17279,33.67,8.28,505.16,3,1.5843,626
17280,38.92,12.59,925.18,3,3.8111,288
17281,528.78,11.96,584.72,8,0.0212,1824
17282,625.25,6.06,65.3,8,0.1785,3023
17283,27.82,3.25,65.78,4,0.4638,1586
17284,44.37,3.34,97.29,3,0.4208,975
17285,50.22,10.92,794.89,6,0.4492,453
17286,28.06,2.07,16.27,5,0.2788,1558
17287,14.55,1.78,107.86,5,0.5371,689
17288,474.03,10.62,240.49,7,0.1791,2404
17289,270.11,5.4,135.89,10,0.0829,3865
17290,61.88,10.48,195.59,3,1.2648,659
17291,55.6,3.83,106.31,3,0.6822,994
17292,26.3,7.43,89.46,6,3.5314,111
17293,1536.7,9.82,573.58,10,0.0168,2657
17294,21.04,6.75,96.8,4,0.8787,344
17295,21.28,1.79,11.13,3,0.8968,638
17296,24.5,2.54,114.09,5,0.3448,915
17297,53.49,10.34,714.3,5,0.1765,749
17298,83.81,10.5,633.05,4,0.1627,1104
17299,56.76,3.87,207.72,3,0.3334,1610
17300,15.64,2.94,129.42,5,1.5599,669
17301,111.99,7.34,418.36,3,0.5817,970
17302,27.15,5.24,220.45,5,0.4661,855
17303,12.71,1.03,41.03,4,0.3594,1135
17304,71.23,12.73,125.54,6,1.1692,625
17305,57.8,4.42,38.72,6,0.2994,1427
17306,104.88,9.72,195.05,4,0.7464,1354
17307,55.83,10.19,376.3,4,1.9797,566
17308,114.9,8.4,440.55,6,0.4502,1550
17309,333.31,10.08,42.25,7,0.394,2302
17310,215.33,13.83,206.5,5,0.5145,1698
17311,20.55,3.33,194.04,2,1.9653,445
17312,10.84,1.43,82.84,4,0.0841,1049
17313,87.42,8.16,604.31,4,0.7872,1060
17314,126.86,7.12,78.97,7,0.8163,897
17315,49.42,12.74,224.85,4,1.0454,469
17316,78.38,3.75,40.48,4,0.2258,1303
17317,52.25,13.25,1192.27,3,1.3751,394
17318,4.77,13.01,298.32,3,33.4845,37
17319,269.88,5.4,111.47,7,0.1438,2476
17320,75.22,9.6,642.91,5,0.6818,555
17321,16.69,11.64,1126.21,3,6.3247,142
17322,6.64,4.99,375.67,3,2.9149,100
17323,61.33,7.12,29.04,4,0.775,636
17324,42.8,6.58,143.44,5,0.6394,888
17325,67.05,10.43,746.19,4,0.8687,374
17326,10.73,6.54,486.95,4,3.788,239
17327,18.75,12.41,541.56,5,2.8778,272
17328,50.41,6.59,514.91,5,0.9519,1221
17329,14.11,1.97,33,4,0.1508,1006
17330,73.76,7.53,97.16,4,0.4066,931
17331,335.85,7.46,352.99,12,0.0711,3420
17332,131.69,9.23,304.5,7,0.0538,1150
17333,18.42,2.97,86.12,4,1.1228,877
17334,1054.57,10.36,61.42,12,0.2054,4180
17335,9.46,11.07,129.89,5,5.6001,104
17336,164.93,6.66,190.26,4,0.0699,1719
17337,239.32,5.57,523.08,8,0.0961,1659
17338,88.8,11.26,262.79,5,0.3583,1463
17339,72.57,12.66,847.01,3,2.0938,784
17340,120.41,9.09,502.66,6,0.017,1484
17341,25.32,2.56,32.71,6,0.3097,1558
17342,23.86,7.68,574.24,3,3.6076,370
17343,17.35,4.82,180.1,5,2.197,331
17344,66.64,9.79,369.97,4,1.0701,653
17345,9.44,1.74,83.14,4,0.3448,517
17346,424.42,11.65,625.94,8,0.4074,1464
17347,52.97,3.36,102.66,3,0.2896,834
17348,143.28,12.86,1049.54,6,0.1462,1494
17349,18.6,4.86,98.7,3,0.376,310
17350,193.75,12.04,79.97,4,0.6608,2067
17351,370,3.52,98.04,8,0.0091,4138
17352,95.2,8.23,793.19,3,0.2966,803
17353,354.19,3.18,85.67,14,0.0052,4440
17354,36.3,8.48,71.71,3,0.7738,859
17355,54.17,9.69,509.16,7,0.338,616
17356,188.93,10.28,746.77,8,0.1267,2662
17357,119.72,7.74,301.6,4,0.2816,1235
17358,43.05,9.96,154.78,5,2.0665,422
17359,306.83,4.43,362.09,9,0.188,1721
17360,21.13,2.96,94.32,4,0.9913,1274
17361,61.23,10.58,943.52,6,0.3246,439
17362,71.73,8.99,544.74,4,0.8612,1033
17363,52.34,7.56,42.95,4,1.2463,1056
17364,48.45,8.19,287.61,5,1.192,734
17365,33.42,2.65,27.77,4,0.0251,2464
17366,36.88,9.35,49.17,5,0.4513,368
17367,42.07,12.53,1237.14,4,1.3891,366
17368,78.46,10.81,181.38,4,0.0523,645
17369,183.1,2.31,57.51,13,0.1289,2240
17370,30.31,6.01,88.07,6,0.2386,589
17371,135.46,7.11,190.65,7,1.0414,513
17372,4.19,2.23,28.38,5,1.2921,375
17373,130.19,11.54,676.42,5,0.6086,888
17374,112.77,10.22,373.23,4,0.069,1911
17375,516.81,6.93,48.39,13,0.1525,1905
17376,86.21,5.93,48.03,5,0.3064,1807
17377,51.09,9.68,162.04,3,1.5474,641
17378,45.91,3.54,232.29,3,0.6268,1616
17379,88.18,3.66,54.41,4,0.9594,1737
17380,60.82,2.18,169.6,6,0.5151,476
17381,120.65,12,834.54,3,0.4057,1179
17382,10.09,3.77,35.99,4,2.0765,328
17383,300.3,11.75,482.36,7,0.43,1714
17384,1.38,1.38,31.73,5,5.7022,125
17385,91.75,11.41,373.28,6,0.3687,983
17386,11.94,9.96,712.12,3,1.1958,130
17387,2.56,13.9,1029.88,5,14.4661,20
17388,52.56,8.51,672.35,3,0.7461,859
17389,56.17,12.8,672.29,3,1.5657,429
17390,107.62,7.59,389.9,5,0.7061,1135
17391,108.92,7.75,320.19,5,0.4684,2867
17392,7.52,2.34,30.6,3,0.9815,387
17393,83.04,10.1,584.26,5,0.2992,693
17394,86,7.67,190.94,3,0.65,1304
17395,52.57,3.77,224.96,6,0.2475,1702
17396,125.26,12.45,320.46,5,0.3779,1313
17397,2.05,2.88,253.76,4,11.7697,69
17398,135.31,13.98,1086.28,5,0.3883,1033
17399,41.9,4.78,58.52,6,0.7492,770
17400,21.29,6.09,153.77,4,2.6217,255
17401,43.86,13.82,387.84,4,2.7435,198
17402,9.53,3.44,79.58,4,0.6693,279
17403,0.71,2.19,22.29,4,5.4738,32
17404,6.68,10.9,111.01,5,3.1909,61
17405,42.62,9.19,134.81,6,0.7267,730
17406,27.62,5.37,500.64,5,0.7909,690
17407,119.52,13.72,648.91,4,0.7563,808
17408,63.62,11.85,405.18,4,1.3273,503
17409,45.39,9.98,806.83,4,1.327,570
17410,548.1,11.31,780.88,7,0.3552,2928
17411,15.34,2.68,62.85,3,0.3481,1108
17412,30.3,6.1,38.99,3,0.6347,582
17413,8.32,8.93,456.51,4,7.9493,63
17414,39.08,2.58,50.14,5,0.6459,1136
17415,4.13,3.8,106.3,3,9.0039,167
17416,89.01,6.76,205.19,5,0.4268,2385
17417,50.39,13.24,97.01,3,1.2592,720
17418,0.52,5.16,90.78,3,88.0032,15
17419,10.89,1.11,11.63,4,0.2481,963
17420,124.34,10.05,184.78,4,0.6518,2059
17421,94.49,12.69,718.23,3,0.328,1197
17422,18.13,8.82,36.69,4,0.6074,496
17423,18.55,12.7,910.96,5,1.4724,195
17424,7.2,1.49,17.49,3,2.0185,277
17425,64.64,7.99,659.2,5,0.1845,727
17426,691.07,6.73,39.17,11,0.13,4052
17427,297.56,7.95,307.27,5,0.1208,2721
17428,129.02,7.91,115.94,7,0.9507,863
17429,97.93,5.36,264.33,3,0.7714,877
17430,28.32,6.59,611.7,4,0.6556,673
17431,21.92,10.18,864.84,3,1.1093,166
17432,101.12,11.11,785.4,5,0.1196,844
17433,143.65,8.53,551.55,6,0.5108,910
17434,75.39,4.02,377.92,3,0.3611,1499
17435,32.42,11.18,474.72,4,0.8581,317
17436,149.41,3.5,251.18,6,0.0888,2875
17437,7.13,12.08,146.18,3,0.5514,29
17438,21.48,7.78,355.31,5,1.1649,92
17439,33.12,13.38,75.22,3,2.7209,264
17440,1.62,3.72,164.5,3,13.0591,68
17441,147.24,9.16,90.71,5,0.6283,2188
17442,52.98,4.48,283.93,6,0.5236,911
17443,90.6,13.14,144.96,7,4.4309,253
17444,25.38,5.83,565.92,4,0.4596,791
17445,32.63,2.29,55.71,4,0.199,1417
17446,83.68,7.29,718.4,5,0.1751,1977
17447,141.76,8.37,687.25,5,1.1797,643
17448,8.76,1.76,108.9,5,1.3793,639
17449,24.43,7.42,196.15,6,1.766,399
17450,0.55,3.56,118.73,5,21.2025,18
17451,60.79,7.68,227.52,6,0.4242,758
17452,3.12,11.04,215.2,4,32.8664,26
17453,850.33,7.33,115.1,10,0.2264,4316
17454,78.62,6.69,314.17,5,0.5386,1614
17455,106.35,6.45,171.3,4,0.0637,2352
17456,40.32,3.57,156.9,10,0.3321,426
17457,23.01,13.01,309.84,4,0.1041,154
17458,50.73,12.07,135.56,3,2.9044,551
17459,4.42,1.42,42.22,4,2.8781,229
17460,56.39,4.18,129.91,4,0.4238,794
17461,6.19,6.8,476.97,5,13.8992,100
17462,128,4.58,114.82,6,0.4891,656
17463,13.36,10.62,378.2,4,0.8558,176
17464,12.44,2.33,40.75,4,0.7652,937
17465,111.78,6.61,185.81,4,0.5393,1686
17466,76,2.24,131.81,8,0.4313,1208
17467,9.16,1.63,7.89,9,1.7701,346
17468,4.31,1.06,7.51,3,0.0435,323
17469,81.96,12.35,868.66,3,1.5537,404
17470,147.7,9.19,616.09,4,0.0383,1835
17471,16.67,8.21,374.22,5,1.7884,121
17472,117.48,2.05,172.22,11,0.356,1154
17473,40.55,8.15,156.45,6,0.317,476
17474,2.04,9.42,90.05,4,40.0489,29
17475,12.6,4.94,85.46,3,3.3963,292
17476,179.94,4.98,110.64,6,0.0839,1163
17477,1.14,1.55,46.58,6,20.3384,32
17478,11.86,11.08,668.58,4,1.3725,86
17479,1240.29,9.42,265.6,8,0.2205,5451
17480,679,6.28,38.53,14,0.0879,3083
17481,210.96,3.46,188.76,11,0.2874,1774
17482,199.65,13.8,498.51,6,0.3627,1787
17483,1737.02,13.66,329.53,17,0.1596,6200
17484,52.52,12.92,395.26,3,3.8588,525
17485,21.97,2.71,172.74,6,0.6086,1143
17486,127.9,10.4,978.99,6,0.2249,1152
17487,81.2,5.39,101.53,3,0.518,805
17488,161.85,8.43,94.84,6,0.3527,448
17489,29.35,3.1,175.32,5,0.0387,1459
17490,7.07,1.3,58.74,4,2.213,572
17491,1.72,2.99,35.57,3,10.8784,121
17492,68.85,9.15,733.13,5,1.0282,699
17493,332.94,11.41,778.37,7,0.1222,975
17494,102.94,8.93,116.76,4,0.2625,483
17495,21.4,9.02,626.96,5,3.1115,344
17496,87.52,3.56,342.83,7,0.3271,1930
17497,65.24,13.85,1186.81,3,0.8885,1049
17498,1620.79,13.22,1270.74,11,0.1562,5067
17499,27.51,8.43,381.49,4,0.7314,483
17500,61.78,9.89,905.83,5,0.9039,629
17501,48.02,5.29,318.5,5,0.1435,963
17502,69.53,6.2,610.59,3,0.5153,1042
17503,13.32,12.32,754.83,3,2.0869,86
17504,164.54,13.51,86.41,5,0.5142,1379
17505,28.98,3.73,50.99,5,0.3078,1037
17506,25.32,4.09,39.74,3,0.6814,1114
17507,656.21,13.86,499.54,9,0.0731,3956
17508,59.82,10.42,957.02,3,2.1792,405
17509,6.6,2.93,114.65,3,1.108,240
17510,182.33,12.14,474.93,9,0.1167,1081
17511,68.05,11.32,977.37,4,0.9838,869
17512,31.93,13.03,1175.73,3,0.9842,164
17513,62.43,10.23,332.27,6,1.9453,417
17514,1.26,4.23,255.27,3,7.2331,43
17515,155.5,11.41,343.25,7,0.3386,886
17516,93.86,9.24,67.08,4,0.094,683
17517,267.25,10.87,626.85,6,0.3637,1706
17518,21.41,2.61,85.78,4,0.4529,1063
17519,133.6,11.74,476.28,4,0.5925,1667
17520,591.26,13.82,359.24,6,0.2031,1241
17521,166.66,10.52,595.07,4,0.3136,2445
17522,10.45,1.97,138.77,4,0.7455,730
17523,36.83,2.28,202.29,11,0.2778,730
17524,31.51,10.64,612.91,8,3.0008,230
17525,80.49,10.74,45.37,6,0.6744,400
17526,44.07,5.04,48.5,5,0.4859,1389
17527,384.88,11.2,386.41,10,0.307,2267
17528,1004.45,11.91,323.19,9,0.3237,3761
17529,25.77,2.3,116.19,4,0.4848,523
17530,51.47,1.39,29.66,10,0.374,1856
17531,979.6,13.03,900.84,14,0.1241,3506
17532,29.22,11.87,48.88,7,4.0353,272
17533,19.62,11.11,577.49,3,0.5608,309
17534,125.84,2.02,85.04,9,0.6952,1838
17535,223.12,12.51,87.13,3,0.1131,1665
17536,125.91,13.31,1267.2,5,0.4025,558
17537,539.81,8.91,259.43,8,0.0598,4134
17538,171.25,5.93,98.71,6,0.1406,1527
17539,25.73,11.98,826.82,4,1.2157,309
17540,210.22,12.86,63.54,4,0.6259,1946
17541,125.07,13.09,1076.99,5,0.814,582
17542,18.57,2.86,31.76,4,1.5964,738
17543,32.19,4.84,350.55,2,1.0273,1407
17544,35.67,5.24,78.86,3,2.3641,287
17545,91.81,9.28,62.08,6,0.2885,1586
17546,78.73,7.52,667.79,4,0.1921,1623
17547,45.2,10.9,1085.61,4,0.9762,365
17548,191.84,11.6,372.45,4,0.4031,1164
17549,56.31,10.98,573.09,4,1.4905,456
17550,60.51,5.69,446.48,5,0.0539,1620
17551,219.41,13.43,71.16,4,0.472,1551
17552,12.76,1.94,93.45,3,1.4899,768
17553,22.4,2.74,42.86,3,0.9762,724
17554,28.13,2.75,26.46,3,0.7234,1107
17555,616.58,12.19,400.97,9,0.056,5672
17556,230.22,10.79,330,6,0.6956,1116
17557,88.46,8.57,190.22,6,0.2339,2001
17558,33.24,4.11,41.8,3,1.6253,385
17559,230.33,9.97,633.34,8,0.1232,2515
17560,104.76,5.29,61.39,6,0.7355,912
17561,113.47,12.56,1090.06,3,0.9324,746
17562,2.61,2.3,37.22,4,6.6667,134
17563,19.02,1.19,30.19,5,0.2281,3189
17564,186.39,7.01,116.89,6,0.0665,1392
17565,16.17,8.65,136.68,5,3.7134,108
17566,103.53,10.03,94.91,4,0.3586,833
17567,138.58,12.72,733.72,4,0.323,1078
17568,187.47,12.82,224.63,3,0.4708,1537
17569,48.49,5.85,390.05,5,0.2693,1634
17570,86.9,4.73,271.22,6,0.1322,1902
17571,37.12,1.42,48.29,9,0.1127,768
17572,22.32,5.48,316.2,6,1.196,971
17573,231.86,9.01,285.8,6,0.1844,1043
17574,61.07,6.12,47.82,6,0.3761,1340
17575,99.06,7.52,507.9,5,0.2278,890
17576,25.93,2.7,36.14,3,1.2176,1131
17577,57.02,2.01,68.38,13,0.8081,1219
17578,53.84,6.45,546.87,6,0.3916,605
17579,33.23,7.05,125.15,4,0.5127,527
17580,28.73,9.01,274.59,6,1.6704,498
17581,26.46,3.96,94.95,5,0.6669,484
17582,284.62,5.04,163.69,7,0.3988,3937
17583,40.46,6.85,374.41,3,0.2447,336
17584,76.92,10.18,205.44,4,0.5575,463
17585,252.33,6.97,368.58,9,0.1451,3688
17586,0.58,6.37,264.64,4,50.0209,12
17587,110.91,7.83,100.5,5,0.5759,787
17588,12.7,8.28,423.15,6,0.3302,211
17589,110.68,10.14,167.34,4,0.2743,1656
17590,4.69,6.77,538.93,3,0.5256,86
17591,109.62,7.77,179.91,4,0.6493,1410
17592,99.61,13.29,156.87,3,0.8033,835
17593,70.15,4.97,70.57,3,0.7838,1853
17594,23.5,9.56,588.01,2,3.4157,417
17595,68.8,13.95,273.74,7,0.3825,187
17596,19.92,1.03,18.33,6,0.4049,727
17597,5.25,1.31,22.49,3,1.3839,412
17598,584.02,13,197.34,7,0.0184,3074
17599,2.91,4.97,113.37,4,2.729,112
17600,17.49,4.44,258.24,3,0.0506,926
17601,39.01,10.6,673.5,5,0.2409,238
17602,240.19,13.89,1360.78,4,0.3132,1771
17603,231.26,9.32,215.27,6,0.1768,725
17604,26.74,6.07,38.68,4,1.7017,616
17605,96.14,8.73,266.88,8,0.5439,717
17606,1764.14,11.77,168.07,10,0.1577,7155
17607,138.4,9.46,134.39,4,0.5532,1947
17608,253.32,8.41,302.8,6,0.2051,1214
17609,1.35,3.58,73.31,3,0.5858,36
17610,14.97,5.95,68.82,5,2.2679,440
17611,38.3,10.29,432.82,4,1.6717,542
17612,28.81,2.35,33.82,4,0.4139,1398
17613,617.54,11.93,1109.11,9,0.1529,790
17614,31.57,4.97,34.26,5,0.7259,564
17615,21.44,2.86,281.05,6,0.9933,1252
17616,83.56,6.52,438.92,4,0.8833,874
17617,9.22,9.31,79.45,4,4.0702,175
17618,11.56,3.11,78.01,4,0.957,302
17619,107.38,6.56,29.18,4,0.5793,1472
17620,74.66,12.16,144.74,6,0.9048,828
17621,50.23,12.84,362.35,4,0.3701,397
17622,25.03,3.54,215.9,8,1.6355,451
17623,24.42,6.3,590.39,3,2.2135,504
17624,30.94,11.1,351.71,4,2.8536,223
17625,94.69,7.05,53.25,4,0.3536,1325
17626,1.59,13.59,320.09,5,45.1538,8
17627,164.07,9.92,234.93,5,0.1764,1805
17628,42.38,4.05,38.66,4,0.7265,1120
17629,207.36,4.63,99.17,6,0.186,2913
17630,21.68,3.48,113.26,5,0.6854,379
17631,639.7,10.01,595.84,7,0.3847,2087
17632,0.32,5.73,193.38,3,132.537,4
17633,5.18,11.23,47.8,7,2.7249,30
17634,60.34,8.16,581.86,5,0.8198,1329
17635,198.19,13.2,559.19,3,0.0174,1571
17636,130.81,9.81,179.92,9,0.6694,799
17637,108.53,12.89,686.01,4,1.2797,1338
17638,6.19,1.61,157.99,3,0.9296,1134
17639,80.68,3.72,112.31,13,0.8496,953
17640,220.68,7.4,537.93,9,0.6101,789
17641,3.24,1.92,54.31,6,3.379,268
17642,65.4,9.84,921.4,6,0.995,1120
17643,5.92,2.13,25.49,4,1.6806,182
17644,42.1,6.76,141.27,5,1.1719,343
17645,95.69,10.81,489.85,6,0.5489,1646
17646,152.61,6.27,421.53,6,0.6766,1115
17647,123.92,12.42,135.35,3,0.1856,1579
17648,187.17,10.65,299.21,5,0.3345,885
17649,59.6,7.33,160.41,5,1.7061,593
17650,378.13,11.89,938.97,6,0.3697,2640
17651,191.54,9.85,107.21,4,0.2011,1092
17652,43.01,2.54,122.73,3,0.7889,786
17653,273.19,5.05,382.25,9,0.0893,3463
17654,34.87,7.59,493.37,3,2.517,545
17655,34.32,13.6,253.31,4,0.5427,224
17656,40.24,6.3,488.32,6,1.5672,443
17657,71.4,4.48,224.39,4,0.6548,1656
17658,22.9,2.34,56.84,3,0.7812,1123
17659,8.68,6.84,206.65,3,2.7662,226
17660,1752.94,11.56,781.32,10,0.0685,7937
17661,479.68,5.32,513.4,16,0.0396,6856
17662,127.07,7.69,45.09,4,0.4706,1984
17663,121.85,6.73,114.94,5,0.9079,1250
17664,65.22,5.33,22.81,5,0.5999,1799
17665,14.99,6.45,191.73,5,3.2226,375
17666,13.89,1.51,26.64,4,1.5739,1003
17667,39.33,9,817.66,4,1.9568,656
17668,311.76,8.51,761.64,7,0.1949,3183
17669,137.32,13.36,986.96,8,1.1126,491
17670,97.16,6.45,440.56,4,0.4149,2126
17671,5.29,6.37,541.11,4,4.9181,87
17672,499.2,11.55,1062.59,7,0.1556,3908
17673,392.86,3.45,33.63,16,0.1226,5870
17674,158.98,11.81,239.58,6,0.0631,2246
17675,130.89,9.53,142.5,4,0.316,1290
17676,186.89,12.49,179.3,5,0.0887,1842
17677,109.82,8.72,294.71,4,0.5576,1551
17678,175.98,9.02,176.82,7,0.3133,660
17679,167.62,12.25,105.72,4,0.0516,1941
17680,111.12,7.56,259.54,6,0.116,2153
17681,55.45,7.27,183.18,6,0.0735,664
17682,33.11,12.25,505.83,3,2.6761,361
17683,197.87,5.89,264.07,9,0.1614,2085
17684,101.91,10.94,162.37,4,0.2459,1100
17685,143.45,9.72,394.44,7,1.0364,738
17686,130.39,4.67,446.32,8,0.4451,2333
17687,27.49,3.68,178.94,3,0.7458,1130
17688,103.57,8.37,525.07,3,0.6575,1413
17689,80.19,6.5,273.41,4,0.2847,1209
17690,105.08,8.14,67.09,4,0.5586,1859
17691,753.08,11.91,91.94,6,0.5037,3017
17692,73.51,11.72,342.24,4,0.5261,1004
17693,69.14,1.95,66.42,6,0.4397,3640
17694,168.46,6.24,166.1,5,0.4717,790
17695,461.22,6.01,34.67,11,0.0957,3260
17696,20.65,2.72,97.15,4,0.4376,1528
17697,84.66,13.54,1341.62,6,0.0769,483
17698,18.57,2.19,51.72,4,1.123,797
17699,39.53,6.81,522.85,4,1.5519,407
17700,31.32,5.4,305.77,3,0.6956,520
17701,274.18,11.66,336.19,10,0.0656,1634
17702,5.41,1.08,56.7,4,0.5079,631
17703,63.03,11.86,86.42,6,0.24,1056
17704,68.42,4.7,121.16,3,0.8637,1795
17705,87.97,13.68,356.1,14,2.7827,338
17706,38.46,3.19,128.23,4,0.799,1669
17707,503.46,9.73,520.81,6,0.3288,1521
17708,12.55,5.66,517.94,4,3.1708,309
17709,568.25,13.14,904.45,6,0.049,2360
17710,418.98,11.48,1009.1,8,0.2548,3004
17711,186.44,10.54,290.06,5,0.2784,2755
17712,92.88,6.43,55.67,5,0.1129,867
17713,310.25,9.74,122.8,5,0.4387,1944
17714,83.21,8.17,634.06,4,0.7812,750
17715,87.95,8.54,760.63,4,1.0332,890
17716,52.79,6.45,32.53,3,1.283,898
17717,119.93,7.92,565.91,4,0.7099,862
17718,98.39,3.89,144.25,12,0.7327,1566
17719,1069.52,10.12,151.01,12,0.1613,2830
